Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC
949,'A3151',?,?,?,0,'06123',3,2011,3,2011,96,'SATF03000V','Tecnici-Industriali',2017,93,0,0,'Cessato','Laureato',2
950,'A2035',42,6,39,87,'06123',3,2011,3,2011,93,'SAPC040008','Classica',?,?,0,0,'Attivo','Immatricolazione',5
951,'A2128',54,45,60,159,'06123',3,2011,3,2011,88,'SAPS120003','Scientifica',2014,99,0,0,'Cessato','Laureato',1
952,'A4840',?,?,?,0,'06123',3,2011,1,2011,65,'SAPS170004','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
953,'A2854',42,39,78,159,'06123',3,2011,3,2011,88,'SAPS020006','Scientifica',2014,102,0,0,'Cessato','Laureato',1
954,'A1853',24,?,?,24,'06123',3,2011,3,2011,97,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',5
955,'A832',42,57,60,159,'06123',3,2011,3,2011,87,'SAPS06000L','Scientifica',2014,106,0,0,'Cessato','Laureato',1
956,'A3987',48,45,66,159,'06123',3,2011,3,2011,76,'AVPS12000T','Scientifica',2014,106,0,0,'Cessato','Laureato',1
957,'A1568',?,?,?,?,'06123',3,2011,2,2011,62,'NAPS02000Q','Scientifica',?,?,0,0,'Cessato','Decadenza',0
958,'A2954',?,?,?,?,'06123',3,2011,1,2011,91,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Cessato','Rinuncia',0
959,'A1359',27,45,12,84,'06123',3,2011,3,2011,81,'NAPS24000P','Scientifica',2016,104,0,0,'Cessato','Laureato',3
960,'A4534',42,42,81,165,'06123',3,2011,3,2011,70,'SAPC10000P','Scientifica',2014,100,0,0,'Cessato','Laureato',1
961,'A3625',24,12,6,42,'06123',3,2011,3,2011,72,'SAPS04000B','Scientifica',2018,89,0,0,'Cessato','Laureato',5
962,'A1557',?,?,?,?,'06123',3,2011,2,2011,65,'SAPS11000C','Scientifica',?,?,0,0,'Cessato','Decadenza',0
963,'A3716',36,24,45,105,'06123',3,2011,3,2011,100,'AVPS12000T','Scientifica',2015,94,0,0,'Cessato','Laureato',2
964,'A231',36,57,84,177,'06123',3,2011,3,2011,97,'SAPS01000G','Scientifica',2014,105,0,0,'Cessato','Laureato',1
965,'A1096',6,?,?,6,'06123',3,2011,2,2011,84,'NAPC02000L','Classica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
966,'A4940',30,39,30,99,'06123',3,2011,3,2011,82,'SAPS120003','Scientifica',2016,90,0,0,'Cessato','Laureato',3
967,'A4693',42,45,54,141,'06123',3,2011,3,2011,96,'SAPS04000B','Scientifica',2014,94,0,0,'Cessato','Laureato',1
968,'A781',30,39,12,81,'06123',3,2011,3,2011,100,'SAPS020006','Scientifica',2017,102,0,0,'Cessato','Laureato',4
969,'A3580',?,?,?,0,'06123',3,2011,1,2011,70,'SAPS11000C','Scientifica',?,?,0,0,'Cessato','Decadenza_presso_altro_Ateneo',0
970,'A1197',30,?,?,30,'06123',3,2011,1,2011,64,'AVPS02701R','Scientifica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
971,'A1268',27,21,21,69,'06123',3,2011,3,2011,85,'NAPC02000L','Scientifica',?,?,0,0,'Cessato','Rinuncia',1
972,'A3402',?,?,?,?,'06123',3,2011,1,2011,66,'NAPC02000L','Scientifica',?,?,0,0,'Cessato','Decadenza',0
973,'A3231',54,63,63,180,'06123',3,2011,3,2011,100,'AVPS12000T','Scientifica',2013,111,0,0,'Cessato','Laureato',0
974,'A2628',54,63,63,180,'06123',3,2011,3,2011,100,'NAPM130008','Scientifica',2013,111,0,0,'Cessato','Laureato',0
975,'A463',48,39,66,153,'06123',3,2011,3,2011,100,'SATF04000D','Tecnici-Industriali',2014,105,0,0,'Cessato','Laureato',1
976,'A3039',?,?,?,?,'06123',3,2011,3,2011,66,'SAPS170004','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
977,'A3537',?,?,?,0,'06123',3,2011,1,2011,73,'SAPS020006','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
978,'A608',21,27,12,60,'06123',3,2011,3,2011,90,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',5
979,'A2111',?,?,?,?,'06123',3,2011,1,2010,68,'NATD21000P','Geometra',?,?,0,0,'Cessato','Decadenza',0
980,'A282',30,27,30,87,'06123',3,2011,3,2011,80,'SAPS020006','Scientifica',2016,91,0,0,'Cessato','Laureato',3
981,'A3848',33,42,42,117,'06123',3,2011,3,2011,98,'NAPQ01000A','Scientifica',2016,105,0,0,'Cessato','Laureato',3
982,'A1725',6,?,?,6,'06123',3,2011,1,2011,90,'SAPC06000D','Classica',?,?,0,0,'Cessato','Rinuncia',0
983,'A3400',30,?,?,30,'06123',3,2011,2,2011,78,'AVPS12000T','Scientifica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
984,'A4496',42,27,48,117,'06123',3,2011,3,2011,100,'SAPS020006','Scientifica',2014,102,0,0,'Cessato','Laureato',1
985,'A3093',48,33,12,93,'06123',3,2011,3,2010,85,'BNPS010006','Scientifica',2015,97,0,0,'Cessato','Laureato',2
986,'A417',42,45,36,123,'06123',3,2011,3,2011,91,'SAPS06000L','Scientifica',2014,102,0,0,'Cessato','Laureato',1
987,'A881',?,?,?,?,'06123',3,2011,1,2011,90,'SAPS170004','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
988,'A2501',36,?,?,36,'06123',3,2011,1,2011,100,'AVPS12000T','Scientifica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
989,'A1223',21,?,?,21,'06123',3,2011,1,2011,93,'SAPS04000B','Scientifica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
990,'A1471',48,51,72,171,'06123',3,2011,3,2011,98,'PZTD01801V','Geometra',2014,98,1,0,'Cessato','Laureato',1
991,'A4932',?,9,?,9,'06123',3,2011,3,2010,63,'SAPM020007','Scientifica',?,?,0,0,'Cessato','Decadenza',0
992,'A426',?,?,?,?,'06123',3,2011,1,2011,60,'PZPM00101P','Magistrale',?,?,0,0,'Cessato','Rinuncia',0
993,'A3173',?,?,?,?,'06123',3,2011,1,2011,87,'SAPS04000B','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
994,'A1711',27,?,?,27,'06123',3,2011,3,2011,80,'SAPS070007','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
995,'A1510',48,51,81,180,'06123',3,2011,3,2011,100,'AVPS003018','Scientifica',2013,109,0,0,'Cessato','Laureato',0
996,'A4526',15,27,15,57,'06123',3,2011,3,2011,93,'NATH03000X','Nautico',?,?,0,0,'Attivo','Immatricolazione',5
997,'A1183',?,?,?,?,'06123',3,2011,1,2011,72,'SAPC10000P','Classica',?,?,0,0,'Cessato','Rinuncia',0
998,'A2839',6,?,?,6,'06123',3,2011,2,2011,87,'SAPC040008','Classica',?,?,0,0,'Cessato','Rinuncia',0
999,'A1924',27,39,12,78,'06123',3,2011,3,2011,73,'NAPS24000P','Scientifica',2017,102,0,0,'Cessato','Laureato',4
1000,'A4817',33,42,66,141,'06123',3,2011,3,2010,?,'SAPS10000T','Scientifica',2014,98,0,0,'Cessato','Laureato',1
1001,'A1070',48,51,60,159,'06123',3,2011,3,2011,96,'SAPS11000C','Scientifica',2014,104,0,0,'Cessato','Laureato',1
1002,'A2190',48,51,54,153,'06123',3,2011,3,2011,96,'SAIS00100B','Scientifica',2014,105,0,0,'Cessato','Laureato',1
1003,'A979',?,?,?,0,'06123',3,2011,1,2011,87,'SAPS020006','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1004,'A4490',?,?,?,?,'06123',3,2011,1,2008,92,'AVPS12000T','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1005,'A4132',?,?,?,0,'06123',3,2011,1,2011,60,'NAPS110002','Classica',?,?,0,0,'Cessato','Decadenza',0
1006,'A621',42,39,60,141,'06123',3,2011,3,2011,78,'SAPS020006','Scientifica',2014,105,0,0,'Cessato','Laureato',1
1007,'A2597',24,12,12,48,'06123',3,2011,3,2011,78,'SAPS020006','Scientifica',?,?,0,0,'Cessato','Rinuncia',1
1008,'A1313',42,21,?,63,'06123',3,2011,3,2011,93,'SAPS170004','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1009,'A3474',6,?,?,6,'06123',3,2011,1,2011,65,'SATF06000P','Tecnici-Industriali',?,?,0,0,'Cessato','Decadenza',0
1010,'A3367',42,45,66,153,'06123',3,2011,3,2011,72,'AVPS12000T','Scientifica',2014,105,0,0,'Cessato','Laureato',1
1011,'A2755',48,51,81,180,'06123',3,2011,3,2011,93,'SAPSX00078','Scientifica',2013,111,0,0,'Cessato','Laureato',0
1012,'A764',6,21,33,60,'06123',3,2011,3,2011,92,'SATF06000P','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',5
1013,'A1758',36,30,18,84,'06123',3,2011,3,2011,74,'AVPS02701R','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1014,'A4649',?,?,?,?,'06123',3,2011,1,2010,82,'SATF06000P','Tecnici-Industriali',?,?,0,0,'Cessato','Rinuncia',0
1015,'A3882',9,9,21,39,'06123',3,2011,3,2011,95,'9999999','Scientifica',?,?,0,0,'Attivo','Immatricolazione',5
1016,'A3703',?,?,?,0,'06123',3,2011,1,2009,78,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Cessato','Decadenza',0
1017,'A3632',?,?,?,?,'06123',3,2011,1,2011,70,'SAPS06000L','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1018,'A3840',?,?,?,0,'06123',3,2011,1,2011,88,'SATD18000E','Geometra',?,?,0,0,'Cessato','Rinuncia',0
1019,'A226',?,?,?,?,'06123',3,2011,1,2011,80,'9999999','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1020,'A1093',42,6,?,48,'06123',3,2011,3,2011,62,'NAPS12000L','Scientifica',2017,87,0,0,'Cessato','Laureato',4
1021,'A2093',54,63,63,180,'06123',3,2011,3,2011,100,'NAPC02000L','Classica',2013,111,0,0,'Cessato','Laureato',0
1022,'A667',?,?,?,?,'06123',3,2011,1,2011,82,'NATD030006','Geometra',?,?,0,0,'Cessato','Decadenza',0
1023,'A3838',33,6,12,51,'06123',3,2012,3,2012,63,'SAPS11000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1024,'A2789',54,51,72,177,'06123',3,2012,3,2012,100,'NAPM130008','Scientifica',2015,106,0,0,'Cessato','Laureato',1
1025,'A4980',33,9,15,57,'06123',3,2012,3,2012,84,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1026,'A4573',54,45,78,177,'06123',3,2012,3,2012,97,'SAPS10000T','Scientifica',2015,100,0,0,'Cessato','Laureato',1
1027,'A1120',48,57,75,180,'06123',3,2012,3,2012,100,'SAPM020007','Scientifica',2014,111,0,0,'Cessato','Laureato',0
1028,'A1685',42,39,96,177,'06123',3,2012,3,2012,100,'AVPS12000T','Scientifica',2015,108,0,0,'Cessato','Laureato',1
1029,'A2202',54,57,69,180,'06123',3,2012,3,2012,100,'SAPS18000P','Scientifica',2014,111,0,0,'Cessato','Laureato',0
1030,'A3487',42,27,36,105,'06123',3,2012,3,2012,73,'SAPS18000P','Scientifica',2017,91,0,0,'Cessato','Laureato',3
1031,'A3738',36,39,60,135,'06123',3,2012,3,2012,67,'SAPS08000T','Scientifica',2015,94,0,0,'Cessato','Laureato',1
1033,'A2981',39,6,?,45,'06123',3,2012,3,2010,73,'AVPM040007','Magistrale',?,?,0,0,'Cessato','Decadenza',0
1034,'A676',?,?,?,?,'06123',3,2012,1,2012,89,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Cessato','Errata-Immatricolazione',0
1035,'A3187',48,39,42,129,'06123',3,2012,3,2012,100,'SAPS020006','Scientifica',2015,107,0,0,'Cessato','Laureato',1
1036,'A2438',36,24,51,111,'06123',3,2012,3,2011,65,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1037,'A3444',54,27,36,117,'06123',3,2012,3,2012,88,'AVTD003014','Geometra',2017,95,0,0,'Cessato','Laureato',3
1038,'A3071',27,27,24,78,'06123',3,2012,3,2011,100,'SAPS18000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1039,'A1773',54,57,69,180,'06123',3,2012,3,2012,100,'SAPS18000P','Scientifica',2014,111,0,0,'Cessato','Laureato',0
1040,'A2634',48,27,?,75,'06123',3,2012,3,2012,100,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1041,'A4101',36,21,36,93,'06123',3,2012,3,2011,81,'SAPS020006','Scientifica',2017,93,0,0,'Cessato','Laureato',3
1042,'A1729',45,21,21,87,'06123',3,2012,3,2012,70,'CEPS010018','Scientifica',2016,94,0,0,'Cessato','Laureato',2
1043,'A448',48,45,87,180,'06123',3,2012,3,2012,100,'SAPS06000L','Scientifica',2014,106,0,0,'Cessato','Laureato',0
1044,'A3495',9,?,?,9,'06123',3,2012,2,2012,88,'SAPS120003','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1045,'A1455',48,39,30,117,'06123',3,2012,3,2012,100,'SAPC12000X','Classica',2016,106,0,0,'Cessato','Laureato',2
1046,'A1806',45,36,54,135,'06123',3,2012,3,2012,87,'SAPS10000T','Scientifica',2015,95,0,0,'Cessato','Laureato',1
1047,'A90',54,51,72,177,'06123',3,2012,3,2012,83,'AVPS12000T','Scientifica',2015,108,0,0,'Cessato','Laureato',1
1048,'A4058',54,51,75,180,'06123',3,2012,3,2012,86,'SAPS020006','Scientifica',2014,103,0,0,'Cessato','Laureato',0
1049,'A3351',30,30,27,87,'06123',3,2012,3,2012,89,'NAPS160003','Scientifica',2016,95,0,0,'Cessato','Laureato',2
1050,'A2488',42,45,84,171,'06123',3,2012,3,2012,100,'SAPS08000T','Scientifica',2015,111,0,0,'Cessato','Laureato',1
1051,'A885',54,51,75,180,'06123',3,2012,3,2012,100,'AVPS12000T','Scientifica',2014,107,0,0,'Cessato','Laureato',0
1052,'A2533',54,27,66,147,'06123',3,2012,3,2012,100,'SAPS09000C','Scientifica',2015,105,0,0,'Cessato','Laureato',1
1053,'A3098',?,?,?,?,'06123',3,2012,2,2012,70,'SAPC05000V','Classica',?,?,0,0,'Cessato','Decadenza',0
1054,'A3354',42,15,42,99,'06123',3,2012,3,2012,100,'SAPS09000C','Scientifica',2016,92,0,0,'Cessato','Laureato',2
1055,'A99',54,57,69,180,'06123',3,2012,3,2012,82,'NAPS059013','Scientifica',2014,106,0,0,'Cessato','Laureato',0
1056,'A989',42,39,54,135,'06123',3,2012,3,2012,78,'PZPS00101N','Scientifica',2015,106,0,0,'Cessato','Laureato',1
1057,'A1384',54,51,75,180,'06123',3,2012,3,2012,100,'SAPS04000B','Scientifica',2014,101,0,0,'Cessato','Laureato',0
1058,'A4921',48,9,36,93,'06123',3,2012,3,2012,93,'SAPS020006','Scientifica',2016,103,0,0,'Cessato','Laureato',2
1059,'A4679',48,39,30,117,'06123',3,2012,3,2012,75,'SATF027014','ITIS-Informatica',2016,101,0,0,'Cessato','Laureato',2
1060,'A1847',42,15,54,111,'06123',3,2012,3,2012,93,'SAPS10000T','Scientifica',2017,96,0,0,'Cessato','Laureato',3
1061,'A32',42,12,51,105,'06123',3,2012,3,2012,92,'NAPS24000P','Scientifica',2016,96,0,0,'Cessato','Laureato',2
1062,'A4137',54,51,75,180,'06123',3,2012,3,2012,98,'SAPS10000T','Scientifica',2014,111,0,0,'Cessato','Laureato',0
1063,'A4661',33,15,6,54,'06123',3,2017,2,2012,86,'AVPS06002D','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
1064,'A2637',54,57,69,180,'06123',3,2012,3,2012,100,'SAPS120003','Scientifica',2014,108,0,0,'Cessato','Laureato',0
1065,'A868',48,51,60,159,'06123',3,2012,3,2011,86,'AVPC02000T','Scientifica',2015,102,0,0,'Cessato','Laureato',1
1066,'A3551',6,?,?,6,'06123',3,2012,1,2012,80,'SAPS027012','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1067,'A4424',36,6,?,42,'06123',3,2012,3,2012,91,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',4
1068,'A2502',39,30,30,99,'06123',3,2012,3,2011,95,'SAPC12000X','Classica',2016,97,0,0,'Cessato','Laureato',2
1069,'A2991',27,?,?,27,'06123',3,2012,1,2012,100,'SAPS120003','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1070,'A1458',48,57,72,177,'06123',3,2012,3,2012,100,'SAPC040008','Classica',2015,111,0,0,'Cessato','Laureato',1
1071,'A310',24,6,18,48,'06123',3,2012,3,2011,70,'AVPC05000N','Classica',?,?,0,0,'Cessato','Rinuncia',2
1072,'A1021',?,?,?,0,'06123',3,2012,1,2012,73,'SAPS18000P','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1073,'A690',48,57,75,180,'06123',3,2012,3,2012,100,'SAPS15000V','Scientifica',2014,111,0,0,'Cessato','Laureato',0
1074,'A2705',45,27,39,111,'06123',3,2012,3,2012,87,'SAPS020006','Scientifica',2017,92,0,0,'Cessato','Laureato',3
1075,'A1514',?,?,?,0,'06123',3,2012,1,2012,85,'SAPS01000G','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1076,'A4109',36,45,96,177,'06123',3,2012,3,2012,74,'SAPS020006','Scientifica',2015,110,0,0,'Cessato','Laureato',1
1077,'A799',?,?,?,?,'06123',3,2012,1,2012,83,'SATF06000P','Tecnici-Industriali',?,?,0,0,'Cessato','Rinuncia',0
1078,'A765',36,39,48,123,'06123',3,2012,3,2012,85,'SAPS020006','Scientifica',2016,100,0,0,'Cessato','Laureato',2
1079,'A1692',54,57,69,180,'06123',3,2012,3,2012,92,'SAPS120003','Scientifica',2014,94,0,0,'Cessato','Laureato',0
1080,'A1248',54,21,54,129,'06123',3,2012,3,2011,77,'SAPM020007','Scientifica',2015,94,0,0,'Cessato','Laureato',1
1081,'A4172',?,6,?,6,'06123',3,2012,3,2011,64,'NAPS24000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',2
1082,'A2200',30,27,30,87,'06123',3,2012,3,2012,96,'SAPS01000G','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1083,'A250',6,?,?,6,'06123',3,2012,3,2012,89,'SAPS03000R','Scientifica',?,?,0,0,'Attivo','Immatricolazione',3
1084,'A4988',42,21,66,129,'06123',3,2012,3,2012,100,'SAPS020006','Scientifica',2015,97,0,0,'Cessato','Laureato',1
1085,'A542',12,?,?,12,'06123',3,2012,3,2011,75,'SARI13001X','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',4
1086,'A180',48,57,75,180,'06123',3,2012,3,2012,84,'AVPS06000B','Scientifica',2014,109,0,0,'Cessato','Laureato',0
1087,'A4703',48,51,81,180,'06123',3,2012,3,2012,86,'SAPS06000L','Scientifica',2014,105,0,0,'Cessato','Laureato',0
1088,'A2019',48,51,81,180,'06123',3,2012,3,2012,97,'SAPS10000T','Scientifica',2014,106,0,0,'Cessato','Laureato',0
1089,'A2640',36,27,84,147,'06123',3,2012,3,2012,100,'SAPS09000C','Scientifica',2015,106,0,0,'Cessato','Laureato',1
1090,'A3655',30,51,66,147,'06123',3,2012,3,2012,87,'AVPS12000T','Scientifica',2015,103,0,0,'Cessato','Laureato',1
1091,'A1446',15,21,27,63,'06123',3,2012,3,2012,67,'SAPC00101P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1092,'A4155',48,33,30,111,'06123',3,2012,3,2012,96,'SATF04101A','Tecnici-Industriali',2016,99,0,0,'Cessato','Laureato',2
1093,'A4928',?,?,?,?,'06123',3,2012,1,1999,?,'NATD060002','Tecnico-Commerciale-Amm-industriale',?,?,0,0,'Cessato','Decadenza',0
1094,'A1323',48,24,15,87,'06123',3,2012,3,2012,100,'SAPS11000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1095,'A2385',27,33,45,105,'06123',3,2012,3,2012,87,'AVTF01000C','Tecnici-Industriali',2016,102,0,0,'Cessato','Laureato',2
1096,'A421',54,51,75,180,'06123',3,2012,3,2012,100,'SAPS09000C','Scientifica',2014,111,0,0,'Cessato','Laureato',0
1097,'A1353',12,?,?,12,'06123',3,2012,3,2006,70,'MIPS390003','Scientifica',?,?,0,0,'Attivo','Immatricolazione',1
1098,'A1404',15,18,?,33,'06123',3,2012,3,2010,70,'SATF03000V','Tecnici-Industriali',?,?,0,0,'Cessato','Rinuncia',3
1099,'A1115',42,21,12,75,'06123',3,2012,3,2012,97,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1100,'A1018',42,45,84,171,'06123',3,2012,3,2012,88,'SAPS09000C','Scientifica',2015,106,0,0,'Cessato','Laureato',1
1101,'A3878',36,27,42,105,'06123',3,2012,3,2012,92,'AVPS12000T','Scientifica',2017,96,0,0,'Cessato','Laureato',3
1102,'A317',?,?,?,?,'06123',3,2012,1,2012,99,'SAPC040008','Classica',?,?,0,0,'Cessato','Rinuncia',0
1103,'A1283',15,12,?,27,'06123',3,2012,2,2012,63,'SAPC040008','Classica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
1104,'A494',48,21,30,99,'06123',3,2012,3,2012,100,'SAPS03000R','Scientifica',2016,108,0,0,'Cessato','Laureato',2
1105,'A1138',?,?,?,?,'06123',3,2012,3,2012,72,'AVPM040007','Scientifica',?,?,0,0,'Cessato','Decadenza',3
1106,'A2470',27,?,?,27,'06123',3,2012,1,2012,86,'MTPS004018','Scientifica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
1107,'A2622',39,27,33,99,'06123',3,2012,3,2011,75,'AVPC01401G','Scientifica',2016,96,0,0,'Cessato','Laureato',2
1108,'A2763',30,27,?,57,'06123',3,2012,3,2011,84,'AVRI06000L','Professionale-Industriale',?,?,0,0,'Cessato','Rinuncia',0
1109,'A3596',48,39,78,165,'06123',3,2012,3,2012,96,'SAPS170004','Scientifica',2015,107,0,0,'Cessato','Laureato',1
1110,'A3397',24,?,?,24,'06123',3,2012,3,2012,63,'AVPS06000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',2
1111,'A4810',24,27,12,63,'06123',3,2012,3,2012,94,'SAPC00101P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1112,'A2003',27,36,30,93,'06123',3,2012,3,2012,100,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1113,'A3778',33,21,33,87,'06123',3,2012,3,2011,76,'SAPS04401Q','Scientifica',2017,92,0,0,'Cessato','Laureato',3
1114,'A3158',54,33,54,141,'06123',3,2012,3,2012,94,'SAPS020006','Scientifica',2015,99,0,0,'Cessato','Laureato',1
1115,'A102',15,6,?,21,'06123',3,2012,3,2012,76,'SAPM020007','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1116,'A4814',54,57,69,180,'06123',3,2012,3,2012,88,'AVPS06000B','Scientifica',2014,108,0,0,'Cessato','Laureato',0
1117,'A2566',6,?,18,24,'06123',3,2012,3,2011,80,'SAPS15000V','Scientifica',?,?,0,0,'Cessato','Rinuncia',1
1118,'A2105',?,?,?,?,'06123',3,2012,1,2012,82,'AVTF01000C','Tecnici-Industriali',?,?,0,0,'Cessato','Rinuncia',0
1119,'A3223',27,36,24,87,'06123',3,2012,3,2012,84,'SAPS08000T','Scientifica',2018,105,0,0,'Cessato','Laureato',4
1120,'A1667',54,45,81,180,'06123',3,2012,3,2012,91,'SAPS09000C','Scientifica',2014,102,0,0,'Cessato','Laureato',0
1121,'A1080',36,51,6,93,'06123',3,2012,3,2012,90,'BNTD01401A','Scientifica',2017,99,0,0,'Cessato','Laureato',3
1122,'A3419',12,?,?,12,'06123',3,2012,2,2012,70,'AVPM040007','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1123,'A697',6,?,?,6,'06123',3,2012,1,2012,63,'AVPC05000N','Classica',?,?,0,0,'Cessato','Rinuncia',0
1124,'A4837',?,?,?,?,'06123',3,2012,2,2011,70,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Cessato','Decadenza',0
1125,'A57',15,30,6,51,'06123',3,2012,3,2012,75,'SAPS120003','Scientifica',?,?,0,0,'Sospeso','Iscrizione_Accademia_Militare',1
1126,'A3633',30,27,18,75,'06123',3,2012,3,2012,79,'SAPS18000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1127,'A3323',36,45,54,135,'06123',3,2012,3,2012,68,'SAPS18000P','Scientifica',2015,101,0,0,'Cessato','Laureato',1
1128,'A4076',33,33,27,93,'06123',3,2012,3,2012,99,'SAPS170004','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1129,'A1802',9,?,?,9,'06123',3,2012,1,2012,77,'SAPS02401E','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1130,'A1324',27,18,?,45,'06123',3,2012,3,2010,68,'NAPS12000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',4
1131,'A4499',54,51,75,180,'06123',3,2012,3,2012,100,'SAPS170004','Scientifica',2014,111,0,0,'Cessato','Laureato',0
1132,'A1416',48,33,18,99,'06123',3,2012,3,2012,100,'SAPS170004','Scientifica',2016,111,0,0,'Cessato','Laureato',2
1133,'A2058',48,33,96,177,'06123',3,2012,3,2012,100,'SAPS09000C','Scientifica',2015,111,0,0,'Cessato','Laureato',1
1134,'A4649',42,45,72,159,'06123',3,2012,3,2010,82,'SATF06000P','Tecnici-Industriali',2015,100,0,0,'Cessato','Laureato',1
1135,'A4254',48,21,36,105,'06123',3,2012,3,2012,100,'NAPS08500E','Scientifica',?,?,0,0,'Cessato','Rinuncia',2
1136,'A211',?,?,?,?,'06123',3,2012,1,2012,85,'SAPS18000P','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1137,'A1489',9,?,?,9,'06123',3,2012,1,2012,85,'AVPC05000N','Classica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
1138,'A4936',?,?,?,?,'06123',3,2012,1,2012,85,'AVTF01000C','Tecnici-Industriali',?,?,0,0,'Cessato','Rinuncia',0
1139,'A4433',9,?,?,9,'06123',3,2012,2,2012,84,'AVPS12000T','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1140,'A4902',54,33,24,111,'06123',3,2012,3,2012,90,'SAPS06000L','Scientifica',2016,94,0,0,'Cessato','Laureato',2
1141,'A3478',33,30,24,87,'06123',3,2012,3,2007,96,'AVPS12000T','Scientifica',2017,108,0,0,'Cessato','Laureato',3
1142,'A2374',?,6,?,6,'06123',3,2012,3,2010,84,'SATL019019','Geometra',?,?,0,0,'Cessato','Rinuncia',1
1143,'A1956',33,21,18,72,'06123',3,2012,3,2012,68,'AVPC01402L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',2
1144,'A2717',?,?,?,0,'06123',3,2012,2,2012,70,'NAPS24000P','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1145,'A3537',30,?,12,42,'06123',3,2012,3,2011,73,'SAPS020006','Scientifica',2017,93,0,0,'Cessato','Laureato',3
1146,'A4954',?,?,?,?,'06123',3,2012,1,2012,92,'AVTF01000C','Tecnici-Industriali',?,?,0,0,'Cessato','Rinuncia',0
1147,'A4789',?,?,?,?,'06123',3,2012,1,2012,70,'SAPS120003','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
1148,'A1361',?,?,?,0,'06123',3,2012,1,2012,92,'NATF15000E','ITIS-Informatica',?,?,0,0,'Cessato','Rinuncia',0
